timestamp,accel_x,accel_y,accel_z
2024-09-01T22:50:49.984594+00:00,-1.936050057,5.497050285,7.915950298
2024-09-01T22:50:51.111217+00:00,-1.948050141,5.485050201,7.939950466
2024-09-01T22:50:52.110231+00:00,-1.897950053,5.482050419,7.954050541
2024-09-01T22:50:53.129175+00:00,-1.885950089,5.458050251,8.020950317
2024-09-01T22:50:54.242832+00:00,-1.941000104,5.473050117,7.95195055
2024-09-01T22:50:55.194521+00:00,-1.882950068,5.482050419,7.93200016
2024-09-01T22:50:56.160207+00:00,-1.893000126,5.487000465,7.954050541
2024-09-01T22:50:57.192748+00:00,-1.867050052,5.485050201,7.942050457
2024-09-01T22:50:58.198175+00:00,-0.664950013,3.463950157,11.42805099
2024-09-01T22:50:59.950668+00:00,1.329000115,1.798050046,9.972000122
2024-09-01T22:51:00.244825+00:00,5.025000095,0.313050002,9
2024-09-01T22:51:01.252455+00:00,4.756950378,0.270000011,8.512050629
2024-09-01T22:51:02.326377+00:00,4.807050228,0.298950016,8.593050003
2024-09-01T22:51:03.331886+00:00,4.731000423,0.250950009,8.626950264
2024-09-01T22:51:04.310926+00:00,4.690050125,0.262950003,8.653050423
2024-09-01T22:51:05.287855+00:00,4.657050133,0.250950009,8.694000244
2024-09-01T22:51:06.323171+00:00,4.635000229,0.261000007,8.665050507
2024-09-01T22:51:07.336636+00:00,4.660950184,0.274950027,8.74905014
2024-09-01T22:51:08.334382+00:00,4.771050453,0.274950027,8.93295002
2024-09-01T22:51:09.440024+00:00,-3.330000162,6.330000401,10.50405025
2024-09-01T22:51:10.398824+00:00,0.25605002,6.936000347,6.74505043
2024-09-01T22:51:11.347087+00:00,0.65805006,5.833950043,8.191050529
2024-09-01T22:51:12.375371+00:00,0.244050011,5.725950241,7.983000278
2024-09-01T22:51:13.390571+00:00,0.217950016,5.794050217,8.092950821
2024-09-01T22:51:14.388671+00:00,0.217950016,5.805000305,8.008950233
2024-09-01T22:51:15.394353+00:00,0.237000018,5.788950443,7.95195055
2024-09-01T22:51:16.402040+00:00,0.244050011,5.734050274,7.963950157
2024-09-01T22:51:17.375978+00:00,0.225000009,5.710050106,8.077950478
2024-09-01T22:51:18.469284+00:00,0.222000018,5.592000484,7.387050152
2024-09-01T22:51:19.422619+00:00,-0.619050026,1.029000044,9.75
2024-09-01T22:51:20.446888+00:00,-0.622050047,1.042950034,9.774000168
2024-09-01T22:51:21.419170+00:00,-0.603000045,1.041000009,9.759000778
2024-09-01T22:51:22.523853+00:00,-0.619050026,1.072050095,9.73995018
2024-09-01T22:51:23.476604+00:00,-0.619050026,1.05795002,9.75
2024-09-01T22:51:24.472718+00:00,-0.619050026,1.053000093,9.74505043
2024-09-01T22:51:25.589085+00:00,-0.613950014,1.054949999,9.726000786
2024-09-01T22:51:26.543632+00:00,-0.628950059,1.060050011,9.747000694
2024-09-01T22:51:27.514695+00:00,-0.63105005,1.066950083,9.733050346
2024-09-01T22:51:28.491976+00:00,-0.628950059,1.051050067,9.73800087
2024-09-01T22:51:29.493668+00:00,-0.634050012,1.060050011,9.74505043
2024-09-01T22:51:30.508692+00:00,-0.643050015,1.060050011,9.742050171
2024-09-01T22:51:31.494994+00:00,-0.624000013,1.05795002,9.751950264
2024-09-01T22:51:32.492786+00:00,-0.624000013,1.053000093,9.751950264
2024-09-01T22:51:33.533921+00:00,-0.625950038,1.05795002,9.742050171
2024-09-01T22:51:34.515510+00:00,-0.643050015,1.054949999,9.751950264
2024-09-01T22:51:35.560644+00:00,-0.637950003,1.048050046,9.73800087
2024-09-01T22:51:36.549983+00:00,-0.634050012,1.051050067,9.74505043
2024-09-01T22:51:37.535513+00:00,-0.598050058,1.045950055,9.781050682
2024-09-01T22:51:38.550225+00:00,-0.636000037,1.063050032,9.751950264
2024-09-01T22:51:39.580545+00:00,-0.634050012,1.053000093,9.751950264
2024-09-01T22:51:40.578028+00:00,-0.643050015,1.063050032,9.754050255
2024-09-01T22:51:41.589608+00:00,-0.643050015,1.066950083,9.730050087
2024-09-01T22:51:42.695009+00:00,-0.634050012,1.053000093,9.74505043
2024-09-01T22:51:43.642133+00:00,-0.628950059,1.063050032,9.742050171
2024-09-01T22:51:44.627215+00:00,-0.634050012,1.063050032,9.754050255
2024-09-01T22:51:45.612694+00:00,-0.628950059,1.060050011,9.754050255
2024-09-01T22:51:46.637966+00:00,-0.636000037,1.063050032,9.759000778
2024-09-01T22:51:47.654567+00:00,-0.625950038,1.05795002,9.747000694
2024-09-01T22:51:48.657008+00:00,-0.625950038,1.05795002,9.742050171
2024-09-01T22:51:49.667979+00:00,-0.640950024,1.054949999,9.733050346
2024-09-01T22:51:50.642195+00:00,-0.63105005,1.054949999,9.742050171
2024-09-01T22:51:51.760657+00:00,-0.628950059,1.060050011,9.757050514
2024-09-01T22:51:56.860955+00:00,-0.661950052,1.029000044,9.74505043
2024-09-01T22:51:57.852582+00:00,-0.69600004,1.036050081,9.75
2024-09-01T22:51:58.868995+00:00,-0.682050049,1.039050102,9.73500061
2024-09-01T22:51:59.974197+00:00,-0.684000015,1.051050067,9.751950264
2024-09-01T22:52:00.933065+00:00,-0.670050025,1.063050032,9.73500061
2024-09-01T22:52:01.963996+00:00,-0.672000051,1.048050046,9.726000786
2024-09-01T22:52:02.922648+00:00,-0.673950016,1.051050067,9.769050598
2024-09-01T22:52:03.915363+00:00,-0.700950027,1.054949999,9.73500061
2024-09-01T22:52:04.934413+00:00,-0.579000056,1.004999995,9.754050255
2024-09-01T22:52:05.934193+00:00,-0.576000035,0.997950077,9.759000778
2024-09-01T22:52:07.000124+00:00,-0.588,0.997950077,9.754050255
2024-09-01T22:52:07.949668+00:00,-0.583050013,0.993000031,9.754050255
2024-09-01T22:52:09.006327+00:00,-0.574050009,1.003050089,9.751950264
2024-09-01T22:52:09.967644+00:00,-0.583050013,1.000050068,9.762000084
2024-09-01T22:52:10.948675+00:00,-0.568949997,0.997950077,9.769050598
2024-09-01T22:52:11.979821+00:00,-0.580950022,0.993000031,9.757050514
2024-09-01T22:52:12.988573+00:00,-0.571050048,0.997950077,9.762000084
2024-09-01T22:52:14.006558+00:00,-0.576000035,1.004999995,9.751950264
2024-09-01T22:52:15.001929+00:00,-0.571050048,0.996000051,9.763950348
2024-09-01T22:52:15.989131+00:00,-0.568949997,0.996000051,9.763950348
2024-09-01T22:52:17.077783+00:00,-0.579000056,0.997950077,9.75
2024-09-01T22:52:18.028443+00:00,-0.562050045,0.997950077,9.757050514
2024-09-01T22:52:19.033961+00:00,-0.583050013,0.988050044,9.74505043
