timestamp,value
2024-09-01T22:50:49.984594059Z,7.915950298
2024-09-01T22:50:51.11121792Z,7.939950466
2024-09-01T22:50:52.110231071Z,7.954050541
2024-09-01T22:50:53.129175891Z,8.020950317
2024-09-01T22:50:54.24283262Z,7.95195055
2024-09-01T22:50:55.194521755Z,7.93200016
2024-09-01T22:50:56.160207073Z,7.954050541
2024-09-01T22:50:57.19274836Z,7.942050457
2024-09-01T22:50:58.198175988Z,11.42805099
2024-09-01T22:50:59.950668676Z,9.972000122
2024-09-01T22:51:00.244825842Z,9
2024-09-01T22:51:01.252455208Z,8.512050629
2024-09-01T22:51:02.326377734Z,8.593050003
2024-09-01T22:51:03.331886583Z,8.626950264
2024-09-01T22:51:04.3109266Z,8.653050423
2024-09-01T22:51:05.287855035Z,8.694000244
2024-09-01T22:51:06.323171641Z,8.665050507
2024-09-01T22:51:07.336636068Z,8.74905014
2024-09-01T22:51:08.334382057Z,8.93295002
2024-09-01T22:51:09.440024241Z,10.50405025
2024-09-01T22:51:10.398824554Z,6.74505043
2024-09-01T22:51:11.347087313Z,8.191050529
2024-09-01T22:51:12.375371443Z,7.983000278
2024-09-01T22:51:13.390571883Z,8.092950821
2024-09-01T22:51:14.388671309Z,8.008950233
2024-09-01T22:51:15.39435328Z,7.95195055
2024-09-01T22:51:16.402040676Z,7.963950157
2024-09-01T22:51:17.375978719Z,8.077950478
2024-09-01T22:51:18.469284227Z,7.387050152
2024-09-01T22:51:19.422619262Z,9.75
2024-09-01T22:51:20.446888769Z,9.774000168
2024-09-01T22:51:21.419170906Z,9.759000778
2024-09-01T22:51:22.523853457Z,9.73995018
2024-09-01T22:51:23.47660444Z,9.75
2024-09-01T22:51:24.472718696Z,9.74505043
2024-09-01T22:51:25.589085723Z,9.726000786
2024-09-01T22:51:26.543632688Z,9.747000694
2024-09-01T22:51:27.514695143Z,9.733050346
2024-09-01T22:51:28.491976163Z,9.73800087
2024-09-01T22:51:29.493668148Z,9.74505043
2024-09-01T22:51:30.508692223Z,9.742050171
2024-09-01T22:51:31.494994936Z,9.751950264
2024-09-01T22:51:32.492786545Z,9.751950264
2024-09-01T22:51:33.533921625Z,9.742050171
2024-09-01T22:51:34.515510416Z,9.751950264
2024-09-01T22:51:35.56064406Z,9.73800087
2024-09-01T22:51:36.549983007Z,9.74505043
2024-09-01T22:51:37.53551335Z,9.781050682
2024-09-01T22:51:38.55022577Z,9.751950264
2024-09-01T22:51:39.580545656Z,9.751950264
2024-09-01T22:51:40.578028586Z,9.754050255
2024-09-01T22:51:41.589608216Z,9.730050087
2024-09-01T22:51:42.695009992Z,9.74505043
2024-09-01T22:51:43.642133576Z,9.742050171
2024-09-01T22:51:44.627215234Z,9.754050255
2024-09-01T22:51:45.612694248Z,9.754050255
2024-09-01T22:51:46.637966213Z,9.759000778
2024-09-01T22:51:47.654567186Z,9.747000694
2024-09-01T22:51:48.657008784Z,9.742050171
2024-09-01T22:51:49.667979648Z,9.733050346
2024-09-01T22:51:50.64219502Z,9.742050171
2024-09-01T22:51:51.760657304Z,9.757050514
2024-09-01T22:51:56.860955382Z,9.74505043
2024-09-01T22:51:57.85258243Z,9.75
2024-09-01T22:51:58.86899561Z,9.73500061
2024-09-01T22:51:59.97419777Z,9.751950264
2024-09-01T22:52:00.933065115Z,9.73500061
2024-09-01T22:52:01.963996005Z,9.726000786
2024-09-01T22:52:02.922648925Z,9.769050598
2024-09-01T22:52:03.915363474Z,9.73500061
2024-09-01T22:52:04.934413836Z,9.754050255
2024-09-01T22:52:05.934193542Z,9.759000778
2024-09-01T22:52:07.000124569Z,9.754050255
2024-09-01T22:52:07.949668192Z,9.754050255
2024-09-01T22:52:09.006327631Z,9.751950264
2024-09-01T22:52:09.967644382Z,9.762000084
2024-09-01T22:52:10.948675869Z,9.769050598
2024-09-01T22:52:11.979821974Z,9.757050514
2024-09-01T22:52:12.988573906Z,9.762000084
2024-09-01T22:52:14.006558525Z,9.751950264
2024-09-01T22:52:15.001929137Z,9.763950348
2024-09-01T22:52:15.989131809Z,9.763950348
2024-09-01T22:52:17.077783792Z,9.75
2024-09-01T22:52:18.028443612Z,9.757050514
2024-09-01T22:52:19.033961045Z,9.74505043
2024-09-01T22:52:20.058690855Z,9.74505043
2024-09-01T22:52:21.05702887Z,9.757050514
2024-09-01T22:52:22.035525141Z,9.757050514
2024-09-01T22:52:23.077688687Z,9.757050514
2024-09-01T22:52:24.07961234Z,9.769050598
2024-09-01T22:52:25.151616737Z,9.754050255
2024-09-01T22:52:26.104093306Z,9.759000778
2024-09-01T22:52:27.134576618Z,9.759000778
2024-09-01T22:52:28.097768362Z,9.762000084
2024-09-01T22:52:29.113523665Z,9.759000778
2024-09-01T22:52:30.11697811Z,9.771000862
2024-09-01T22:52:31.130903647Z,9.75
2024-09-01T22:52:32.109040239Z,9.759000778
2024-09-01T22:52:33.122201059Z,9.74505043
2024-09-01T22:52:34.21237868Z,9.762000084
2024-09-01T22:52:35.142306349Z,9.75
2024-09-01T22:52:36.172583589Z,9.762000084
2024-09-01T22:52:37.181585893Z,9.754050255
2024-09-01T22:52:38.182077187Z,9.759000778
2024-09-01T22:52:39.197595539Z,9.747000694
2024-09-01T22:52:40.202948497Z,9.757050514
2024-09-01T22:52:41.308166428Z,9.754050255
2024-09-01T22:52:42.258009075Z,9.766050339
2024-09-01T22:52:43.23013673Z,9.763950348
2024-09-01T22:52:44.220934123Z,9.759000778
2024-09-01T22:52:45.207088125Z,9.751950264
2024-09-01T22:52:46.418259701Z,9.727950096
2024-09-01T22:52:47.31188742Z,9.733050346
2024-09-01T22:52:48.237548083Z,9.75
2024-09-01T22:52:49.266682704Z,9.751950264
2024-09-01T22:52:50.327620038Z,9.754050255
2024-09-01T22:52:51.27613193Z,9.762000084
2024-09-01T22:52:52.283762349Z,9.751950264
2024-09-01T22:52:53.300996413Z,9.759000778
2024-09-01T22:52:54.333395246Z,9.762000084
2024-09-01T22:52:55.309680407Z,9.75
2024-09-01T22:52:56.324507472Z,9.759000778
2024-09-01T22:52:57.335112211Z,9.75
2024-09-01T22:52:58.404066019Z,9.751950264
2024-09-01T22:52:59.694860462Z,9.759000778
2024-09-01T22:53:00.713965536Z,9.75
2024-09-01T22:53:01.732538377Z,9.769050598
2024-09-01T22:53:02.335358649Z,9.759000778
2024-09-01T22:53:03.358570053Z,9.763950348
2024-09-01T22:53:04.368303648Z,9.754050255
2024-09-01T22:53:05.816217818Z,9.763950348
2024-09-01T22:53:06.387740984Z,9.751950264
2024-09-01T22:53:07.417442058Z,9.757050514
2024-09-01T22:53:08.385123573Z,9.75
2024-09-01T22:53:09.39907922Z,9.766050339
2024-09-01T22:53:10.405362765Z,9.763950348
2024-09-01T22:53:11.428255205Z,9.763950348
2024-09-01T22:53:12.463612712Z,9.747000694
2024-09-01T22:53:13.449460599Z,9.73800087
2024-09-01T22:53:14.534231661Z,9.762000084
2024-09-01T22:53:15.475809343Z,9.759000778
2024-09-01T22:53:16.480807401Z,9.751950264
2024-09-01T22:53:17.481304921Z,9.751950264
2024-09-01T22:53:18.500869349Z,9.754050255
2024-09-01T22:53:19.515361555Z,9.759000778
2024-09-01T22:53:20.509215914Z,9.759000778
2024-09-01T22:53:21.531164113Z,9.762000084
2024-09-01T22:53:22.503191419Z,9.762000084
2024-09-01T22:53:23.551431966Z,9.763950348
2024-09-01T22:53:24.536495793Z,9.751950264
2024-09-01T22:53:25.618868849Z,9.762000084
2024-09-01T22:53:27.161090851Z,9.751950264
2024-09-01T22:53:27.539444756Z,9.762000084
2024-09-01T22:53:28.557092956Z,9.757050514
2024-09-01T22:53:29.557292286Z,9.74505043
2024-09-01T22:53:30.558622558Z,9.762000084
2024-09-01T22:53:31.628113238Z,9.754050255
2024-09-01T22:53:32.581735054Z,9.747000694
2024-09-01T22:53:33.610678913Z,9.762000084
2024-09-01T22:53:34.617806504Z,9.757050514
2024-09-01T22:53:35.597260286Z,9.766050339
2024-09-01T22:53:36.617268634Z,9.763950348
2024-09-01T22:53:37.64543604Z,9.759000778
2024-09-01T22:53:38.650956116Z,9.757050514
2024-09-01T22:53:39.704181487Z,9.759000778
2024-09-01T22:53:40.654616844Z,9.754050255
2024-09-01T22:53:41.670009429Z,9.762000084
2024-09-01T22:53:42.668056718Z,9.763950348
2024-09-01T22:53:43.674087246Z,9.759000778
2024-09-01T22:53:44.791705967Z,9.751950264
2024-09-01T22:53:45.716843089Z,9.754050255
2024-09-01T22:53:46.707630399Z,9.390000343
2024-09-01T22:53:47.776644214Z,9.757050514
2024-09-01T22:53:48.726593067Z,9.759000778
2024-09-01T22:53:49.730024623Z,9.759000778
2024-09-01T22:53:50.713897994Z,9.762000084
2024-09-01T22:53:51.72955073Z,9.751950264
2024-09-01T22:53:52.755089951Z,9.762000084
2024-09-01T22:53:53.762029964Z,9.75
2024-09-01T22:53:54.773913088Z,9.766050339
2024-09-01T22:53:55.856034137Z,9.757050514
2024-09-01T22:53:56.803947831Z,9.762000084
2024-09-01T22:53:57.820066465Z,9.754050255
2024-09-01T22:53:58.833019113Z,9.763950348
2024-09-01T22:53:59.831133818Z,9.763950348
2024-09-01T22:54:00.820018796Z,9.75
2024-09-01T22:54:01.851120552Z,9.759000778
2024-09-01T22:54:02.979219443Z,9.754050255
2024-09-01T22:54:03.931852636Z,9.759000778
2024-09-01T22:54:04.887888261Z,9.759000778
2024-09-01T22:54:05.878676018Z,9.759000778
2024-09-01T22:54:06.876712571Z,9.754050255
2024-09-01T22:54:07.906653398Z,9.835950851
2024-09-01T22:54:08.887566059Z,9.757050514
2024-09-01T22:54:09.897248079Z,9.754050255
2024-09-01T22:54:10.914277688Z,9.757050514
2024-09-01T22:54:12.005943743Z,9.751950264
2024-09-01T22:54:12.980847633Z,9.754050255
2024-09-01T22:54:13.912124393Z,9.757050514
2024-09-01T22:54:14.926250827Z,9.759000778
2024-09-01T22:54:15.958943895Z,9.762000084
2024-09-01T22:54:16.923894556Z,9.754050255
2024-09-01T22:54:17.972243501Z,9.759000778
2024-09-01T22:54:18.986216854Z,9.763950348
2024-09-01T22:54:20.083838757Z,9.771000862
2024-09-01T22:54:21.033561555Z,9.762000084
2024-09-01T22:54:21.9839973Z,9.74505043
2024-09-01T22:54:23.056782639Z,9.757050514
2024-09-01T22:54:24.018826445Z,9.754050255
2024-09-01T22:54:25.011534648Z,9.820950508
2024-09-01T22:54:26.034413461Z,9.757050514
2024-09-01T22:54:27.018940364Z,9.790050507
2024-09-01T22:54:28.036214344Z,9.843000412
2024-09-01T22:54:29.108385488Z,9.763950348
2024-09-01T22:54:30.05577956Z,9.747000694
2024-09-01T22:54:31.057910862Z,9.786000252
2024-09-01T22:54:32.039230366Z,9.771000862
2024-09-01T22:54:33.092204212Z,9.769050598
2024-09-01T22:54:34.057756192Z,9.774000168
2024-09-01T22:54:35.279662731Z,9.532050133
2024-09-01T22:54:36.114264939Z,9.766050339
2024-09-01T22:54:37.181755791Z,9.759000778
2024-09-01T22:54:38.133810887Z,9.723000526
2024-09-01T22:54:39.129499514Z,9.762000084
2024-09-01T22:54:40.10673741Z,9.757050514
2024-09-01T22:54:41.122284055Z,9.759000778
2024-09-01T22:54:42.134224921Z,9.766050339
2024-09-01T22:54:43.184691663Z,9.763950348
2024-09-01T22:54:44.170051892Z,9.762000084
2024-09-01T22:54:45.283872422Z,9.774000168
2024-09-01T22:54:46.205303387Z,9.759000778
2024-09-01T22:54:47.16432235Z,9.757050514
2024-09-01T22:54:48.170478863Z,9.759000778
2024-09-01T22:54:49.197991167Z,9.759000778
2024-09-01T22:54:50.301475842Z,9.757050514
2024-09-01T22:54:51.186348403Z,9.747000694
2024-09-01T22:54:52.215615634Z,9.75
2024-09-01T22:54:53.216506949Z,9.811950684
2024-09-01T22:54:54.308912862Z,9.751950264
2024-09-01T22:54:55.236504159Z,9.751950264
2024-09-01T22:54:56.258351501Z,9.726000786
2024-09-01T22:54:57.299896395Z,9.759000778
2024-09-01T22:54:58.285393553Z,9.754050255
2024-09-01T22:54:59.286474105Z,9.75
2024-09-01T22:55:00.27567708Z,9.762000084
2024-09-01T22:55:01.283750877Z,9.747000694
2024-09-01T22:55:02.38021476Z,9.747000694
2024-09-01T22:55:03.305899462Z,9.763950348
2024-09-01T22:55:04.339875331Z,9.747000694
2024-09-01T22:55:05.308786361Z,9.751950264
2024-09-01T22:55:06.333971422Z,9.754050255
2024-09-01T22:55:07.339147215Z,9.757050514
2024-09-01T22:55:08.35355916Z,9.759000778
2024-09-01T22:55:09.333341737Z,9.751950264
2024-09-01T22:55:10.437114707Z,9.74505043
2024-09-01T22:55:11.378041444Z,9.759000778
2024-09-01T22:55:12.364560938Z,9.754050255
2024-09-01T22:55:13.396065274Z,9.762000084
2024-09-01T22:55:14.410482636Z,9.75
2024-09-01T22:55:15.414850734Z,9.762000084
2024-09-01T22:55:16.404103123Z,9.763950348
2024-09-01T22:55:17.431973455Z,9.75
2024-09-01T22:55:18.506713564Z,9.747000694
2024-09-01T22:55:19.461388978Z,9.757050514
2024-09-01T22:55:20.450856614Z,9.759000778
2024-09-01T22:55:21.530777421Z,9.762000084
2024-09-01T22:55:22.480785721Z,9.759000778
2024-09-01T22:55:23.509875476Z,9.757050514
2024-09-01T22:55:24.478710928Z,9.759000778
2024-09-01T22:55:25.488961054Z,9.757050514
2024-09-01T22:55:26.465649022Z,9.75
2024-09-01T22:55:27.564467698Z,9.762000084
2024-09-01T22:55:28.483094177Z,9.757050514
