time,value
2024-07-24T00:44:22.181612195Z,17.799999237060547
2024-07-24T00:44:35.799934467Z,17.899999618530273
2024-07-24T00:44:37.850132507Z,17.799999237060547
2024-07-24T00:44:39.903599179Z,17.899999618530273
2024-07-24T00:44:42.062141144Z,17.799999237060547
2024-07-24T00:48:27.125531895Z,20.200000762939453
2024-07-24T00:48:35.115948648Z,19.799999237060547
2024-07-24T00:48:43.20338941Z,19.399999618530273
2024-07-24T00:48:51.296621929Z,19
2024-07-24T00:50:09.937066206Z,17.799999237060547
2024-07-24T00:52:07.186240893Z,17.799999237060547
2024-07-24T00:53:39.756408858Z,17.799999237060547
2024-07-24T00:55:39.053776768Z,19.799999237060547
2024-07-24T00:55:41.101789834Z,20.200000762939453
2024-07-24T00:55:43.149810354Z,21.399999618530273
2024-07-24T00:55:45.300056749Z,22.200000762939453
2024-07-24T00:55:47.351053767Z,22.399999618530273
2024-07-24T00:55:49.403541927Z,22.600000381469727
2024-07-24T00:55:53.502094339Z,22.700000762939453
2024-07-24T00:55:55.541708043Z,22.600000381469727
2024-07-24T00:56:01.685566024Z,22.200000762939453
2024-07-24T00:56:07.931385933Z,21.799999237060547
2024-07-24T00:56:11.954104188Z,21.399999618530273
2024-07-24T00:56:16.126401328Z,21
2024-07-24T00:56:22.370739311Z,20.600000381469727
2024-07-24T00:56:28.514715198Z,20.399999618530273
2024-07-24T00:56:30.561554027Z,20.200000762939453
2024-07-24T00:56:36.706450692Z,19.899999618530273
2024-07-24T00:56:38.754357474Z,19.799999237060547
2024-07-24T00:56:47.052252682Z,19.700000762939453
2024-07-24T00:56:49.096213314Z,19.399999618530273
2024-07-24T00:57:01.387524485Z,19
2024-07-24T00:57:17.876274593Z,18.899999618530273
2024-07-24T00:57:19.922775439Z,18.600000381469727
2024-07-24T00:57:48.693921481Z,18.5
2024-07-24T00:57:50.843297817Z,18.299999237060547
2024-07-24T00:57:52.891586137Z,18.200000762939453
